Address,latitude,longitude
"PH 3 OC15 orange county ahinsa khand 1 Indirapuram, Indirapuram, Ghaziabad, Delhi NCR",28.64191287,77.36142737
"Nt 10west uttam nagar, Uttam Nagar, New Delhi - West, Delhi NCR",28.63477325,77.04914093
"9., Sector 143 B, Noida, Delhi NCR",28.4959545,77.4233
"Sector 104, Gurgaon, Delhi NCR",28.482277,76.99199526
"Sector 150, Noida, Sector 150, Noida, Delhi NCR",28.561989,77.39837
"Siddhartha Vihar, Ghaziabad, Delhi NCR",28.656401,77.405491
"Sector 107, Noida, Delhi NCR",28.55000582,77.37582016
"Sector 109, Gurgaon, Delhi NCR",28.51083403,77.003159
"Vaishali, Ghaziabad, Delhi NCR",28.645769,77.38511
"Sector 150, Noida, Delhi NCR",28.417942,77.487508
"Siddhartha Vihar, Ghaziabad, Delhi NCR",28.65662,77.4048
"Sector 90, Gurgaon, Delhi NCR",28.407361,76.93426176
"Sector 81, Gurgaon, Delhi NCR",28.3884743,76.9470835
"Indirapuram, Ghaziabad, Delhi NCR",28.6493479,77.3696259
"Indirapuram, Ghaziabad, Delhi NCR",28.6493479,77.3696259
"Sector 81, Gurgaon, Delhi NCR",28.3884743,76.9470835
"Chi 5, Greater Noida, Delhi NCR",28.43019427,77.50613308
"Siddhartha Vihar, Ghaziabad, Delhi NCR",28.6390982,77.412377
"Sector 78, Noida, Delhi NCR",28.56275245,77.38241708
"Sector 99, Gurgaon, Delhi NCR",28.40178968,77.04549474
"Sector 121, Noida, Delhi NCR",28.603194,77.402604
"Sector 81, Gurgaon, Delhi NCR",28.39284,76.951139
"Suraj Kund, Faridabad, Delhi NCR",28.469312,77.293483
"Sector 108, Gurgaon, Delhi NCR",28.513929,76.988788
"Vasundhara sector 15 ghaziabad., Sector 15 Vasundhara, Ghaziabad, Delhi NCR",28.6524441,77.3605216
"NH 24, Ghaziabad, Delhi NCR",28.638572,77.4308515
"Sector 2, Greater Noida, Delhi NCR",28.5814311,77.4528192
"dlf phase  2, DLF City Phase 2, Gurgaon, Delhi NCR",28.48360443,77.08733368
"noida sec-16, Greater Noida West, Noida, Delhi NCR",28.605958,77.444512
"M-1802., Sector 45, Noida, Delhi NCR",28.548787,77.346032
"Indraprastha Colony, Faridabad, Delhi NCR",28.4524215,77.317156
"Sector 38, Gurgaon, Delhi NCR",28.43741226,77.04144287
"Sector 37C, Gurgaon, Delhi NCR",28.449908,76.9876925
"Sector-77, Noida., Sector 77, Noida, Delhi NCR",28.57204228,77.39106873
"Sector 81, gurugram, haryana., Sector 81A, Gurgaon, Delhi NCR",28.389485,76.954056
"Sector 62, Noida, Delhi NCR",28.621714,77.369341
"Sector 70, Gurgaon Haryana, Sector 70, Gurgaon, Delhi NCR",28.394708,77.01856
"Sector 53, Noida, Delhi NCR",28.5905383,77.35981
"Malibu Town, Gurgaon, Delhi NCR",28.42242813,77.04646301
"Sector 2 Rajendra Nagar, Ghaziabad, Delhi NCR",28.687614,77.351924
"Greater Noida West, Greater Noida, Delhi NCR",28.605958,77.444512
"Sector 83, Gurgaon, Sector 83, Gurgaon, Delhi NCR",28.395989,76.973879
"DLF Ankur Vihar, Ghaziabad, Delhi NCR",28.7379052,77.2673675
"Shakti Khand 2 Indirapuram Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",28.64711761,77.37123108
"J1170 Rajouri garden, Rajouri Garden Extension, New Delhi - West, Delhi NCR",28.63360023,77.09877777
"Pul Prahlad Pur, New Delhi - South, Delhi NCR",28.49752998,77.2905426
"pilot no E 24 salimar garden ext 2 Ghaziyabad, Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",28.68579961,77.34144238
"House no B 173 Mahindra enclave shashtri nagar Ghaziabad, Mahindra Enclave, Ghaziabad, Delhi NCR",28.67605019,77.45023346
"401., Gijhore, Noida, Delhi NCR",28.5903965,77.3626
"Raj Nagar Extension, Ghaziabad, Delhi NCR",28.70213944,77.40712586
"Shanti Nagar, Shanti Nagar, Gurgaon, Delhi NCR",28.45508766,77.01211548
"Sector 107, Noida, Sector 107, Noida, Delhi NCR",28.5466685,77.37519508
"Adarsh Nagar, Gurgaon, Delhi NCR",28.46537781,77.02996063
"Shipra Suncity, Ghaziabad, Delhi NCR",28.6358105,77.3739109
"Sector 68, Gurgaon, Delhi NCR",28.474314,76.98599
"Sahibabad, Ghaziabad, Delhi NCR",28.6644882,77.3474938
"Raj Nagar Extension, Ghaziabad, Delhi NCR",28.70019204,77.427474
"Raj Nagar Extension, Ghaziabad, Delhi NCR",28.7040534,77.4373305
"Raj Nagar Extension, Ghaziabad, Delhi NCR",28.7040534,77.4373305
"Sector 4, Greater Noida, Delhi NCR",28.6109351,77.4294948
"C-2-799., Palam Vihar, Gurgaon, Delhi NCR",28.50042532,77.00773017
"Flat No 177, Second Floor with Terrace, Shakti Khand 3, Indirapuram, Shakti Khand 3, Ghaziabad, Delhi NCR",28.6500637,77.3637503
"Dayanand Colony, Gurgaon, Delhi NCR",28.472907,77.0210785
"Raj Nagar Extension, Ghaziabad, Delhi NCR",28.72199885,77.447746
"Sector 100, Noida, Sector 100, Noida, Delhi NCR",28.54341218,77.367853
"Sector 2 Sohna, Gurgaon, Delhi NCR",28.27197877,77.06665731
"Kaushambi, Ghaziabad, Delhi NCR",28.6420559,77.323499
"Ghaziabad, Shakti Khand 3, Ghaziabad, Delhi NCR",28.65005875,77.36593628
"Gyan Khand 1 Indirapuram Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",28.64032555,77.35135651
"B block, Freedom Fighters Enclave, New Delhi - South, Delhi NCR",28.51122455,77.20272709
"Chittaranjan Park, New Delhi - South, Delhi NCR",28.53787231,77.24923706
"sector 3 vaishali, skytech magadh society, Vaishali, Ghaziabad, Delhi NCR",28.64027425,77.34332119
"Pratap vihar ghaziabad, Vijay Nagar Colony, Ghaziabad, Delhi NCR",28.64338493,77.42422485
"Brand new stilt lift gated block, DLF City Phase 2, Gurgaon, Delhi NCR",28.48279381,77.08290863
"Indirapuram, Ghaziabad, Delhi NCR",28.6493479,77.3696259
"Plot no 36, Flat no. S-3, Sector 5 Rajendra Nagar, Ghaziabad, Delhi NCR",28.6809994,77.356998
"Sector 78, Noida, Sector 78, Noida, Delhi NCR",28.56118696,77.3865692
"B-6, 2006., Amrapali Dream Valley, Greater Noida, Delhi NCR",28.59680748,77.4429245
"Yamuna Expressway, Greater Noida, Delhi NCR",28.3452278,77.5161987
"Greater Noida West, Noida, Delhi NCR",28.60595894,77.44451141
"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",28.703725,77.415456
"Noida-Greater Noida Link Rd, Sector-16B, Bhangel, Greater Noida, Uttar Pradesh, Sector 16, Greater Noida, Delhi NCR",28.6113,77.4454
"Yamuna Expressway, Greater Noida, Delhi NCR",28.43346417,77.50601239
"Sector 90, Gurgaon, Delhi NCR",28.405868,76.929915
"Noida Extension, Greater Noida, Delhi NCR",28.604884,77.425914
"sectorc15a noida, Sector 15A, Noida, Delhi NCR",28.57641411,77.30426025
"Yamuna Expressway, Greater Noida, Delhi NCR",28.309616,77.55859
"Raj Nagar Extension, Ghaziabad, Delhi NCR",28.699069,77.43082211
"Nirvana Country Sector 50 Gurugram, Nirvana Country, Gurgaon, Delhi NCR",28.414627,77.060127
"Ahinsa Khand 2 Indirapuram Ghaziabad Uttar Pradesh, Ahinsa Khand 2, Ghaziabad, Delhi NCR",28.63407326,77.43172455
"Govindpuram, Ghaziabad, Delhi NCR",28.6896453,77.4933302
"Sector 45Noida Amrapali sapphire, Sector 45, Noida, Delhi NCR",28.548787,77.346032
"Vasant Kunj, New Delhi, Sector B Vasant Kunj, New Delhi - South, Delhi NCR",28.54743576,77.24966431
"501/2, Indirapuram, Ghaziabad, Delhi NCR",28.63905121,77.37947329
"Sector 21, Gurgaon, Delhi NCR",28.513566,77.0733305
"3282, ATS Dolce, Zeta-1, Greater Noida, Zeta 1, Greater Noida, Delhi NCR",28.496754,77.52229495
"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",28.6900486,77.3405361
"DLF City Phase 3, Gurgaon, Delhi NCR",28.494107,77.1033555
"sadar bazaar delhi cant. 110010, Delhi Cantonment, New Delhi - South, Delhi NCR",28.63479424,77.04908752
"Abhay Khand, Ghaziabad, Delhi NCR",28.6370524,77.344619
"Flora enclave., Gangapuram, Ghaziabad, Delhi NCR",28.67755318,77.4874115
"Sector 45, Noida, Sector 45, Noida, Delhi NCR",28.54653581,77.35266846
"177., Arjun Nagar, New Delhi - South, Delhi NCR",28.5604951,77.1986314
"64 Daulat Pura, Rahul Vihar Near bhatiya more, Ghaziabad, Daulatpura, Ghaziabad, Delhi NCR",28.65050507,77.43795776
"Uttam Nagar, New Delhi - West, Delhi NCR",28.6212883,77.05307007
"Gaur city 2, Noida Extension, Noida, Delhi NCR",28.61994868,77.42276713
"Uttam Nagar West, New Delhi - West, Delhi NCR",28.62176704,77.05584717
"Dwarka Mor, New Delhi - West, Delhi NCR",28.6193161,77.03326416
"SECTOR - 109, GURUGRAM, HARYANA, Sector 109, Gurgaon, Delhi NCR",28.51083403,77.003159
"14th Avenue, Noida, Delhi NCR",28.53235054,77.4076004
"P-11 Block Sector-48, Sector 48, Gurgaon, Delhi NCR",28.41048693,77.03843246
"Sohna Road, Gurgaon, Delhi NCR",28.416558,77.022441
"G T Road, Ghaziabad, Delhi NCR",28.679009,77.34929514
"Kaushambi, Ghaziabad, Delhi NCR",28.645141,77.323027
"Sector 21 Surya Vihar-, Gurgaon, Delhi NCR",28.51767159,77.07597351
"Krishna Colony, Gurgaon, Delhi NCR",28.466155,77.010758
"A-64 First Floor, Ramesh Nagar, New Delhi - West, Delhi NCR",28.65317535,77.1350708
"Sector 78, Noida, Delhi NCR",28.56118696,77.3865692
"Indirapuram, Ghaziabad, Delhi NCR",28.63509489,77.3635358
"Sec 168, Sector 168, Noida, Delhi NCR",28.49728592,77.40909126
"Arihant ambience crossing republic ghaziabad, NH 24, Ghaziabad, Delhi NCR",28.62601594,77.43588182
"Surajpur, Greater Noida, Delhi NCR",28.5151375,77.495836
"Sector 76, Faridabad, Delhi NCR",28.369786,77.358284
"Sector 90, Gurgaon., Sector 90, Gurgaon, Delhi NCR",28.406891,76.930126
"Flat no. 002, 1st floor, chandra Park, Dwarka near Vegas Mall, Dwarka Mor, New Delhi - West, Delhi NCR",28.619316,77.033262
"Sector 57, Gurgaon, Delhi NCR",28.417357,77.076141
"Omicron 3, Greater Noida, Delhi NCR",28.474501,77.553187
"Govindpuram, Ghaziabad, Delhi NCR",28.687809,77.478751
"Sector 70, Noida, Delhi NCR",28.594127,77.38197233
"x123, Sushant Lok 1, Gurgaon, Delhi NCR",28.454191,77.0837996
"flat no. 102, plot no. 102, Gyan Khand 1, Ghaziabad, Delhi NCR",28.64177895,77.35029602
"604., Raj Nagar Extension, Ghaziabad, Delhi NCR",28.7032438,77.42307031
"Ptrakar Vihar, Nyay Khand-|, Indirapuram, Ghaziabad. Pin-201014., Indirapuram, Ghaziabad, Delhi NCR",28.634123,77.353146
"LBS Rd, behind Dena Bank, Kashi Nagar, Valmik Nagar, Bhandup West, Mumbai, Maharashtra, Neeti Khand 2, Ghaziabad, Delhi NCR",28.64305305,77.34683228
"Sector 89, Faridabad, Sector 89, Faridabad, Delhi NCR",28.4237892,77.3705248
"Aditya World City, NH-24, Mehrauli, NH 24, Ghaziabad, Delhi NCR",28.658647,77.4757
"Noida Extension, Greater Noida, Delhi NCR",28.604884,77.425914
"Gaur City 5th Avenue, Noida Extension, Noida, Noida Extension, Noida, Delhi NCR",28.614181,77.427713
"Zeta 1, Greater Noida, Delhi NCR",28.496754,77.52229495
"Sector 5 Rajendra Nagar, Ghaziabad, Delhi NCR",28.6809994,77.356998
"11th avenue gaur city 2 greater noida, C-16, Greater Noida, Delhi NCR",28.45358086,77.55622101
"Vikaspuri, New Delhi - West, Delhi NCR",28.6403661,77.06689512
"T08 1214., Sector 168, Noida, Delhi NCR",28.49629327,77.40851995
"Sector 37C, Gurgaon, Delhi NCR",28.449908,76.9876925
"Sector 65, Gurgaon, Delhi NCR",28.408448,77.068574
"902, tower 1, Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",28.436305,77.13605
"Shakti khand 4 indirapuram ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",28.64232063,77.42423248
"Raj Nagar Extension, Ghaziabad, Delhi NCR",28.70217,77.430308
"Indraprastha apartments -1 Indraprastha colony sector 30-33 Faridabad, Sector 30, Faridabad, Delhi NCR",28.45336509,77.31877958
"Indirapuram, Ghaziabad, Delhi NCR",28.644894,77.35968
"110, Ahinsa Khand 2, Ghaziabad, Delhi NCR",28.646093,77.384003
"H706 Ajnara sector 16B greater noida west (Near Urjatech chowk), Greater Noida West, Greater Noida, Delhi NCR",28.606945,77.45557857
"Siddhartha Vihar, Ghaziabad, Delhi NCR",28.646286,77.406051
"Sector 88, Faridabad, Delhi NCR",28.41669089,77.35491947
"Raj Nagar Extension, Ghaziabad, Delhi NCR",28.7040534,77.4373305
"NH 24, Ghaziabad, Delhi NCR",28.654612,77.486901
"Sector 85, Faridabad, Delhi NCR",28.41101102,77.35461457
"Raj Nagar Extension, Ghaziabad, Delhi NCR",28.7040534,77.4373305
"Mahagunpuram, Ghaziabad, Delhi NCR",28.666056,77.479854
"Lal Kuan, Ghaziabad, Delhi NCR",28.65010571,77.4870273
"Crossings Republik, Ghaziabad, Delhi NCR",28.635074,77.4316636
"Nand Nagri, New Delhi - East, Delhi NCR",28.6945591,77.30852509
"Indraprastha Yojna, Bhopura, Ghaziabad, Bhopura, Ghaziabad, Delhi NCR",28.72645304,77.33733853
"Sector 28 Dwarka, New Delhi - Dwarka, Delhi NCR",28.5449014,77.0355014
"Sector 85, Gurugram, Haryana, Sector 85, Gurgaon, Delhi NCR",28.409389,76.951659
"Sector 23A, Gurgaon, Delhi NCR",28.5063896,77.0475355
"Pratap Vihar, Ghaziabad, Delhi NCR",28.6499845,77.4065455
"Ahinsa Khand 2, Ghaziabad, Delhi NCR",28.6428477,77.3826371
"Sector 55, Noida, Delhi NCR",28.6041506,77.3481054
"Sahibabad, Ghaziabad, Delhi NCR",28.6644882,77.3474938
"A/91, Raju Park, Devli Road, Khanpur, Devli, New Delhi - South, Delhi NCR",28.4957943,77.23671722
"2002 iris., Sector 137, Noida, Delhi NCR",28.50920801,77.40662554
"Paras Tierea, Sector 137, Noida, Delhi NCR",28.505584,77.410762
"Geeta Colony, New Delhi - East, Delhi NCR",28.6510595,77.2706136
"Hapur Road, Ghaziabad, Delhi NCR",28.6748094,77.4596782
"Sector 120, Noida, Delhi NCR",28.5859361,77.3962895
"Noida Extension, Greater Noida, Delhi NCR",28.605958,77.444512
"Sector 106, Gurgaon, Delhi NCR",28.4998859,77.000302
"Sector 13 Dwarka, New Delhi - Dwarka, Delhi NCR",28.5948316,77.03211237
"habitech panchatatva, Noida Extension, Noida, Delhi NCR",28.592372,77.453675
"Mianwali Colony, Gurgaon, Delhi NCR",28.46699142,77.0293045
"Apartment no.303, Vaishali, Ghaziabad, Delhi NCR",28.6494838,77.340322
"NHPC Employess Hillgrow CGHS GH- 5 Part -3 Sec 21 C Faridabad Pin code- 121002, Sector 21, Faridabad, Delhi NCR",28.43054291,77.29062691
"Sector 76, Noida, Delhi NCR",28.569883,77.382497
"Zeta 1, Greater Noida, Delhi NCR",28.5028971,77.526218
"rattan vihar rajendra park, Rajendra Park, Gurgaon, Delhi NCR",28.4938375,77.0071875
"Taj Expressway, Noida, Delhi NCR",28.4324446,77.5079173
"B 78., Ashoka Enclave Part 2, Faridabad, Delhi NCR",28.480196,77.31130219
"Plot No 299, Flat No G 4, Vaishali, Ghaziabad, Delhi NCR",28.6876653,77.3307305
"Tower D 1801 futec gateway sector 75 noida, Sector 75, Noida, Delhi NCR",28.60016441,77.44549561
"Gandhi Nagar, Ghaziabad, Delhi NCR",28.6547416,77.437137
"DLF City Phase 2, Gurgaon, Delhi NCR",28.48860741,77.08190918
"Sector 23 Rohini, New Delhi - Rohini, Delhi NCR",28.72089386,77.08010864
"Sector 79, Gurgaon, Delhi NCR",28.37423557,76.95241631
"F 1219., NH 24, Ghaziabad, Delhi NCR",28.683082,77.50921
"C-1/470, 2nd floor., Palam Vihar Pocket C, Gurgaon, Delhi NCR",28.505053,77.029367
"plot no 149 pocket 9 sec 21 rohini main road, Sector 21 Rohini, New Delhi - Rohini, Delhi NCR",28.71412659,77.06764221
"Uttam Nagar, New Delhi - West, Delhi NCR",28.6212874,77.0530735
"Shree Radhey Appartment 602/B1 Ward no 3, Mehrauli, New Delhi - South, Delhi NCR",28.5201861,77.179158
"Sector 2, Greater Noida, Delhi NCR",28.579593,77.445197
"Sector 92, Gurgaon., Sector 92, Gurgaon, Delhi NCR",28.417213,76.921636
"Sector 10A, Gurgaon, Delhi NCR",28.4446244,77.009305
"Greater Noida West, Greater Noida, Delhi NCR",28.51451221,77.52203509
"T-1, 902., Raj Nagar Extension, Ghaziabad, Delhi NCR",28.705425,77.433193
"Ahinsa Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh, Ahinsa Khand 2, Ghaziabad, Delhi NCR",28.64045562,77.380211
"905 summit tower, Sector 86, Faridabad, Delhi NCR",28.40436848,77.33607703
"RZ D/59, Street No.5, Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",28.5980365,77.0765245
"Sector 76, Noida, Sector 76, Noida, Delhi NCR",28.56541475,77.383196
"Sector 79, Noida, Delhi NCR",28.563031,77.394037
"Mahagun Mascot, Crossings Republik., Crossings Republik, Ghaziabad, Delhi NCR",28.629808,77.440609
"Sector 119, Noida, Delhi NCR",28.58632879,77.40106202
"WZ7, Dayalsar road, Uttam Nagar, New Delhi, Uttam Nagar, New Delhi - West, Delhi NCR",28.619779,77.056695
"Niti Khand-Indirapuram, Ghaziabad, Delhi NCR",28.6452824,77.3621025
"4f., Sector 21D, Faridabad, Delhi NCR",28.42361752,77.29221979
"heart song, Sector 108, Gurgaon, Delhi NCR",28.510596,76.988572
"UA 2 3rd Floor Usha Park Jail Road New Delhi 64, Hari Nagar, New Delhi - West, Delhi NCR",28.624575,77.10898
"Sector 37C, Sector 37C, Gurgaon, Delhi NCR",28.45149078,76.98910785
"Sector 46, Faridabad, Delhi NCR",28.43975067,77.29987335
"Sector 168, Noida, Delhi NCR",28.493556,77.409658
"A Block, Sector 45, Gurgaon, Delhi NCR",28.44363413,77.05975
"sector 84, Sector 84, Gurgaon, Delhi NCR",28.403432,76.965023
"Sector 143, Noida, Delhi NCR",28.502597,77.428742
"Sector 86, Gurgaon, Delhi NCR",28.3984598,76.9410753
"House No.349, Yusufpur Chak Shaberi, Greater Noida West, Noida Extension, Noida, Delhi NCR",28.61891351,77.41169891
"Sector 10 dwarka., Sector 10 Dwarka, New Delhi - Dwarka, Delhi NCR",28.588867,77.060315
"Vasundhara Ghaziabad, Sector 5 Vasundhara, Ghaziabad, Delhi NCR",28.63634682,77.43357849
"Crossings Republik, Ghaziabad, Delhi NCR",28.6297895,77.4338883
"Nehru Nagar, Ghaziabad, Delhi NCR",28.6588755,77.4432295
"E 65 ff amar colony., Amar Colony, New Delhi - South, Delhi NCR",28.56134987,77.24330139
"Chopal nayak mohalla VPO Bijwasan New Delhi 110061, Bijwasan, New Delhi - South, Delhi NCR",28.5290451,77.052948
"APH 3 SCOTTISH GARDEN INDIRAPURAM, Ahinsa Khand 2, Ghaziabad, Delhi NCR",28.64389992,77.38421631
"Sector 13 Vasundhara, Ghaziabad, Delhi NCR",28.6543295,77.3646575
"South City 1, Gurgaon, Delhi NCR",28.4570251,77.0646805
"Nirvana Country, Gurgaon, Delhi NCR",28.414627,77.060127
"tulip orange, Sector 70, Gurgaon, Delhi NCR",28.39568075,77.02979199
"Sector 13 Rohini, New Delhi - Rohini, Delhi NCR",28.71674547,77.13219339
"Sector 70, Faridabad, Delhi NCR",28.33785984,77.35192461
"Omicron, Greater Noida, Omicron, Greater Noida, Delhi NCR",28.4751606,77.55141449
"Saini, Greater Noida, Delhi NCR",28.56885309,77.49129944
"Ashoka Enclave, Ashoka Enclave Part 1, Faridabad, Delhi NCR",28.46847725,77.31389618
"Sector 70, Faridabad, Sector 70, Faridabad, Delhi NCR",28.33785984,77.35192461
"Sector 65, Gurgaon, Delhi NCR",28.403028,77.075396
"Sector 70, Faridabad, Delhi NCR",28.33785984,77.35192461
"Sector 88, Faridabad, Sector 88, Faridabad, Delhi NCR",28.41086241,77.35251455
"Sector 46, Noida, Delhi NCR",28.55075433,77.36168745
"Sector 50 Block F, Noida, Delhi NCR",28.5715015,77.3734019
"Sector 88, Faridabad, Delhi NCR",28.42126356,77.35181375
"Sector 75, Noida, Delhi NCR",28.57743,77.37941479
"Sector 137, Noida, Sector 137, Noida, Delhi NCR",28.509118,77.413416
"Gayatri tower, NH 24, Ghaziabad, Delhi NCR",28.666747,77.479096
"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",28.436305,77.13605
"Vaishali, Ghaziabad, Delhi NCR",28.6441755,77.336519
"Anand Vihar, Ghaziabad, Delhi NCR",28.63850176,77.32532487
"Gardenia Grace Noida Sec61, Sector 61, Noida, Delhi NCR",28.59308815,77.36784363
"Laxman Vihar, Gurgaon, Delhi NCR",28.4812055,77.0089031
"Sector 99, Gurgaon, Delhi NCR",28.45705159,76.96089212
"Indirapuram, Ghaziabad, Delhi NCR",28.6493479,77.3696259
"G-5 South City 2, South City 1 Block G, Gurgaon, Delhi NCR",28.45667076,77.06417847
"Vaibhav Khand, Indirapuram, Indirapuram, Ghaziabad, Delhi NCR",28.6493479,77.3696259
"Flat No 1903, Sector 79, Gurgaon, Delhi NCR",28.37423557,76.95241631
"Sector 75, Noida, Delhi NCR",28.57743,77.37941479
"B-111, 3rd Floor, Sector 8, Dwarka, New Delhi, Sector 8 Dwarka, New Delhi - Dwarka, Delhi NCR",28.5712738,77.07314301
"B-709, Sector 119, Noida, Delhi NCR",28.58632879,77.40106202
"Phi 3, Greater Noida, Delhi NCR",28.448405,77.522452
"741., Indirapuram, Ghaziabad, Delhi NCR",28.64739445,77.381411
"Dharamshila Rd, B1, Paryatan Vihar, Vasundhara Enclave, New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR",28.60052361,77.31160783
"Kadambari appartment sector-9, Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",28.71483231,77.12369537
"Mayfield Garden, Gurgaon, Delhi NCR",28.4252114,77.062731
"Flate No3 3rd floor 341 Mehrauli New Delhi, Mehrauli, New Delhi - South, Delhi NCR",28.51879501,77.30749512
"Gali no-5, Surat Nagar 1, Gurgaon, Delhi NCR",28.48537636,77.00331879
"Dwarka Mor, New Delhi - West, Delhi NCR",28.619316,77.033262
"ace platinum, Zeta 1, Greater Noida, Delhi NCR",28.50289726,77.5262146
"D 662 Avenue 1, Gaur City 1, Sector 4, Greater Noida West, Sector 4, Greater Noida, Delhi NCR",28.6109351,77.4294948
"Sector-Pi, Greater Noida, Delhi NCR",28.4737346,77.5413219
"Sector 78, Faridabad, Sector 78, Faridabad, Delhi NCR",28.38413776,77.36817314
"Sector 37D, Gurgaon, Delhi NCR",28.447828,76.970377
"Phi 2, Greater Noida, Delhi NCR",28.4469189,77.517486
"NH 24, Ghaziabad, Delhi NCR",28.685449,77.5092258
"Sector 9, Gurgaon, Delhi NCR",28.466682,76.9997245
"Raj Nagar Extension, Ghaziabad, Delhi NCR",28.70336119,77.42396147
"Mahagunpuram, Ghaziabad, Delhi NCR",28.66605568,77.47985077
"Sector 137, Noida, Delhi NCR",28.51183419,77.41127367
"Sector 51, Gurgaon, Delhi NCR",28.4287815,77.0661409
"Crossings Republik, Ghaziabad, Delhi NCR",28.630654,77.436644
"Ace Platinum, Zeta I, Greater Noida, Uttar Pradesh 201306, Zeta 1, Greater Noida, Delhi NCR",28.49937354,77.51894613
"Near Grads international School, Eta 2, Greater Noida, Delhi NCR",28.496992,77.537536
"M3M Woodshire, Sector 107, Gurgaon, Delhi NCR",28.514908,76.974388
"Vipin Garden near by Metro station, Sainik Nagar-Nawada, New Delhi - West, Delhi NCR",28.621087,77.0252325
"1403, Sector 13 Vasundhara, Ghaziabad, Delhi NCR",28.6543295,77.3646575
"C-16, Greater Noida, Delhi NCR",28.453581,77.556221
"Phi 2, Greater Noida, Delhi NCR",28.4469189,77.517486
"Indirapuram, Ghaziabad, Delhi NCR",28.6493479,77.3696259
"Sohna Sector 32, Gurgaon, Sector 32 Sohna, Gurgaon, Delhi NCR",28.251834,77.067419
"New Delhi, Indraprastha Extension, New Delhi - East, Delhi NCR",28.62867165,77.30213165
"New Delhi, Kiran Garden, New Delhi - West, Delhi NCR",28.61848831,77.04781342
"Rampuri, Ghaziabad, Delhi NCR",28.6692791,77.33071899
"Greater Noida West, Greater Noida, Delhi NCR",28.606945,77.45557857
"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",28.6900486,77.3405361
"CBR Chwok, aya nagar, Aya Nagar, New Delhi - South, Delhi NCR",28.4706925,77.127446
"Sahibabad, Ghaziabad, Delhi NCR",28.6644882,77.3474938
"Gyan Khand 1, Ghaziabad, Delhi NCR",28.641779,77.3502969
"D-38A, Top Floor, Shyam Nagar, Vishnu garden, New Delhi-110018, Shyam Nagar, New Delhi - West, Delhi NCR",28.6475563,77.10384369
"Techzone 4, Greater Noida, Delhi NCR",28.5859957,77.4338341
"Sector 82, Faridabad, Delhi NCR",28.3926115,77.3573515
"Sector 89A, Gurgaon, Delhi NCR",28.4321283,76.9414616
"Sector 74, Noida, Delhi NCR",28.5783723,77.3873
"Raj Nagar Extension, Ghaziabad, Delhi NCR",28.70219771,77.4059697
"Shahdara, New Delhi - East, Delhi NCR",28.68249512,77.26712799
"Vasundhara, Ghaziabad, Delhi NCR",28.659557,77.3747659
"Raj Nagar Extension, Ghaziabad, Delhi NCR",28.70405388,77.43733215
"Sector 77, Gurgaon, Delhi NCR",28.3824895,76.9823169
"chander nagar, Janakpuri, New Delhi - West, Delhi NCR",28.6210537,77.0905304
"Sector 1 Vasundhara, Ghaziabad, Delhi NCR",28.664996,77.3898739
"Lal Kuan, Ghaziabad, Delhi NCR",28.6336095,77.4713825
"16th Park view, Gaur Yamuna city, Yamuna Expressway, Greater Noida, Delhi NCR",28.309616,77.55859
"Gwal PahariGurugram, 122003, Gwal Pahari, Gurgaon - South, Delhi NCR",28.436305,77.13605
"Dwarka Mor, New Delhi - West, Delhi NCR",28.619316,77.033262
"Sector 57 Block G, Gurgaon, Delhi NCR",28.425727,77.0886735
"C-16, Greater Noida, C-16, Greater Noida, Delhi NCR",28.453581,77.556221
"sector 10A, Sector 10 Vasundhara, Ghaziabad, Delhi NCR",28.66301727,77.36760712
"C 253 facing West side, pandav nagar, Pandav Nagar, New Delhi - East, Delhi NCR",28.610933,77.2739145
"Sector 89A, Gurgaon, Delhi NCR",28.437583,76.946194
"Sector 86, Gurgaon, Sector 86, Gurgaon, Delhi NCR",28.3981,76.93333
"Dwarka, New Delhi, Sector 6 Pocket 1 Dwarka, New Delhi - Dwarka, Delhi NCR",28.59045062,77.06124353
"Ramprastha Colony, Ghaziabad, Delhi NCR",28.6589432,77.32223
"Sector 84, Gurgaon, Delhi NCR",28.4028972,76.9782285
"S block, Uppal Southend, Gurgaon, Delhi NCR",28.40874481,77.04502106
"Indirapuram, Ghaziabad, Delhi NCR",28.63796787,77.34816731
"Sector 88, Faridabad, Delhi NCR",28.420501,77.356478
"Gh 12., Paschim Vihar, New Delhi - West, Delhi NCR",28.6677244,77.0979515
"Sohna Road, Uppal Southend, Gurgaon, Delhi NCR",28.4087443,77.0450224
